city,timestamp,temperature,season
New York,2010-01-01,-2.7222909317103876,winter
New York,2010-01-02,-5.278988874644924,winter
New York,2010-01-03,-0.16446851651404676,winter
New York,2010-01-04,3.4876729274326177,winter
New York,2010-01-05,1.9800543112677282,winter
New York,2010-01-06,1.3347849325119368,winter
New York,2010-01-07,-7.204780190260816,winter
New York,2010-01-08,3.0154231874199118,winter
New York,2010-01-09,7.520385666734536,winter
New York,2010-01-10,6.988459385916599,winter
New York,2010-01-11,7.713637583337154,winter
New York,2010-01-12,4.045173624513698,winter
New York,2010-01-13,0.5172005180780923,winter
New York,2010-01-14,3.5500905610166607,winter
New York,2010-01-15,-2.1130375903173007,winter
New York,2010-01-16,-3.929036699191154,winter
New York,2010-01-17,3.4357859776387505,winter
New York,2010-01-18,-3.0283248151803055,winter
New York,2010-01-19,-7.187662657712846,winter
New York,2010-01-20,-6.061129618702753,winter
New York,2010-01-21,1.178319114512119,winter
New York,2010-01-22,-3.072253060827398,winter
New York,2010-01-23,-2.80458646581656,winter
New York,2010-01-24,-3.1703431759182052,winter
New York,2010-01-25,-5.724780425045619,winter
New York,2010-01-26,3.0808506530537674,winter
New York,2010-01-27,-3.3457825977416453,winter
New York,2010-01-28,-6.403831948352995,winter
New York,2010-01-29,-6.958822957608735,winter
New York,2010-01-30,-5.758493309962709,winter
New York,2010-01-31,-1.9543190306593858,winter
New York,2010-02-01,-1.053141872510274,winter
New York,2010-02-02,6.983018150004976,winter
New York,2010-02-03,0.8098798882546185,winter
New York,2010-02-04,4.85164227022138,winter
New York,2010-02-05,1.4074470353233717,winter
New York,2010-02-06,-2.852503890448216,winter
New York,2010-02-07,-2.2566395864172497,winter
New York,2010-02-08,-4.833399864869843,winter
New York,2010-02-09,7.175646105574457,winter
New York,2010-02-10,1.8256771454749865,winter
New York,2010-02-11,-1.9579212336995702,winter
New York,2010-02-12,-7.307850671337942,winter
New York,2010-02-13,-5.529806321083535,winter
New York,2010-02-14,5.991312880575963,winter
New York,2010-02-15,0.1519907351742892,winter
New York,2010-02-16,-8.454583847617371,winter
New York,2010-02-17,7.705054658976522,winter
New York,2010-02-18,0.47628220700142987,winter
New York,2010-02-19,-9.38501126304505,winter
New York,2010-02-20,2.2513348046248245,winter
New York,2010-02-21,4.8743052736208305,winter
New York,2010-02-22,-3.742189265557967,winter
New York,2010-02-23,-9.41257106657523,winter
New York,2010-02-24,-0.4704732321811022,winter
New York,2010-02-25,-4.974303228862386,winter
New York,2010-02-26,8.415701176873693,winter
New York,2010-02-27,-1.7059251865956635,winter
New York,2010-02-28,-4.37146462401361,winter
New York,2010-03-01,17.377177836367753,spring
New York,2010-03-02,11.809262428964416,spring
New York,2010-03-03,11.739101808903932,spring
New York,2010-03-04,14.59566632607246,spring
New York,2010-03-05,1.8549809356835905,spring
New York,2010-03-06,13.970002807449951,spring
New York,2010-03-07,15.692422013319796,spring
New York,2010-03-08,16.25952885818846,spring
New York,2010-03-09,11.00138410247088,spring
New York,2010-03-10,2.8968906730607182,spring
New York,2010-03-11,11.355365346047098,spring
New York,2010-03-12,6.800892642101342,spring
New York,2010-03-13,11.09399263302181,spring
New York,2010-03-14,8.457505808138574,spring
New York,2010-03-15,13.529173061719046,spring
New York,2010-03-16,3.7131965193927163,spring
New York,2010-03-17,9.21902724096443,spring
New York,2010-03-18,13.928143637909777,spring
New York,2010-03-19,6.603699366314599,spring
New York,2010-03-20,21.403087156240986,spring
New York,2010-03-21,0.7591538958791109,spring
New York,2010-03-22,11.957970515194148,spring
New York,2010-03-23,15.801248866365222,spring
New York,2010-03-24,7.987639447231488,spring
New York,2010-03-25,12.198544459354395,spring
New York,2010-03-26,9.976020030984355,spring
New York,2010-03-27,9.792070758269364,spring
New York,2010-03-28,19.35123958072937,spring
New York,2010-03-29,7.217869113112611,spring
New York,2010-03-30,7.309625722995993,spring
New York,2010-03-31,9.963245469534009,spring
New York,2010-04-01,13.042874401923832,spring
New York,2010-04-02,5.8257648333720295,spring
New York,2010-04-03,14.357608827615707,spring
New York,2010-04-04,9.376412232780824,spring
New York,2010-04-05,11.742926843853907,spring
New York,2010-04-06,13.37789657734758,spring
New York,2010-04-07,10.392013936924018,spring
New York,2010-04-08,10.858868076667475,spring
New York,2010-04-09,2.4205276446373993,spring
New York,2010-04-10,17.40369103155166,spring
New York,2010-04-11,1.756319079636409,spring
New York,2010-04-12,9.623162519159653,spring
New York,2010-04-13,19.05552075322354,spring
New York,2010-04-14,10.823181843824488,spring
New York,2010-04-15,10.38920469190309,spring
New York,2010-04-16,16.198387898163606,spring
New York,2010-04-17,6.375163042609771,spring
New York,2010-04-18,19.94300038711066,spring
New York,2010-04-19,7.191352628761425,spring
New York,2010-04-20,14.194387275273865,spring
New York,2010-04-21,7.4339762040015245,spring
New York,2010-04-22,3.304200423876199,spring
New York,2010-04-23,6.772310063611934,spring
New York,2010-04-24,21.845955525101324,spring
New York,2010-04-25,10.972732474392489,spring
New York,2010-04-26,4.758961279827871,spring
New York,2010-04-27,16.546211274835272,spring
New York,2010-04-28,17.110491033149337,spring
New York,2010-04-29,3.608039257106612,spring
New York,2010-04-30,11.452719557885024,spring
New York,2010-05-01,8.638170268823009,spring
New York,2010-05-02,17.252203682749574,spring
New York,2010-05-03,4.961742271826336,spring
New York,2010-05-04,7.622918097689935,spring
New York,2010-05-05,7.864492662956192,spring
New York,2010-05-06,2.896251347546311,spring
New York,2010-05-07,4.39906012319041,spring
New York,2010-05-08,6.591592880706316,spring
New York,2010-05-09,12.016730113306847,spring
New York,2010-05-10,10.112841135722352,spring
New York,2010-05-11,15.351005066697134,spring
New York,2010-05-12,7.585017391796352,spring
New York,2010-05-13,2.4147451215219924,spring
New York,2010-05-14,15.927783342905656,spring
New York,2010-05-15,9.459510726380659,spring
New York,2010-05-16,4.230947074171219,spring
New York,2010-05-17,8.839567564846055,spring
New York,2010-05-18,12.97996091132196,spring
New York,2010-05-19,12.70863818477367,spring
New York,2010-05-20,2.276997705195747,spring
New York,2010-05-21,8.409210347515339,spring
New York,2010-05-22,16.39933107291578,spring
New York,2010-05-23,10.374385006120683,spring
New York,2010-05-24,8.415770437444126,spring
New York,2010-05-25,14.603420972846232,spring
New York,2010-05-26,19.337318480648968,spring
New York,2010-05-27,4.435778045373512,spring
New York,2010-05-28,-4.394021559779979,spring
New York,2010-05-29,5.37159945608447,spring
New York,2010-05-30,13.508034140641305,spring
New York,2010-05-31,8.715583895271452,spring
New York,2010-06-01,19.97895315378286,summer
New York,2010-06-02,24.581700457858375,summer
New York,2010-06-03,23.99229093952682,summer
New York,2010-06-04,14.150491563517196,summer
New York,2010-06-05,21.060337109913437,summer
New York,2010-06-06,25.500175560778036,summer
New York,2010-06-07,15.069018983368661,summer
New York,2010-06-08,28.523388532021283,summer
New York,2010-06-09,18.386077274637366,summer
New York,2010-06-10,27.653503708798937,summer
New York,2010-06-11,23.256961872619094,summer
New York,2010-06-12,27.354915902681213,summer
New York,2010-06-13,29.33545205872643,summer
New York,2010-06-14,25.95848218074767,summer
New York,2010-06-15,24.96937791924923,summer
New York,2010-06-16,27.80008642100725,summer
New York,2010-06-17,28.111346788289374,summer
New York,2010-06-18,21.616136399400723,summer
New York,2010-06-19,24.842571797035735,summer
New York,2010-06-20,28.7749230254757,summer
New York,2010-06-21,23.81147191024686,summer
New York,2010-06-22,28.479610649323384,summer
New York,2010-06-23,33.7085067180928,summer
New York,2010-06-24,27.986193265751314,summer
New York,2010-06-25,23.8125730137863,summer
New York,2010-06-26,15.33465056576868,summer
New York,2010-06-27,24.706407259776636,summer
New York,2010-06-28,19.828850681990428,summer
New York,2010-06-29,25.284762699529047,summer
New York,2010-06-30,27.94528233615491,summer
New York,2010-07-01,30.35213312761121,summer
New York,2010-07-02,26.892113952707625,summer
New York,2010-07-03,21.539078538963835,summer
New York,2010-07-04,23.80024791393633,summer
New York,2010-07-05,31.30440046570883,summer
New York,2010-07-06,27.87180653173464,summer
New York,2010-07-07,34.15798724166939,summer
New York,2010-07-08,28.650252865409296,summer
New York,2010-07-09,28.10606821026827,summer
New York,2010-07-10,21.525009342886595,summer
New York,2010-07-11,23.869545597631195,summer
New York,2010-07-12,26.173056155468192,summer
New York,2010-07-13,31.580834186791797,summer
New York,2010-07-14,25.41877680122867,summer
New York,2010-07-15,32.1301028639866,summer
New York,2010-07-16,19.35251618313105,summer
New York,2010-07-17,31.655097623679396,summer
New York,2010-07-18,27.301267669940586,summer
New York,2010-07-19,21.563016413007063,summer
New York,2010-07-20,22.69406837183387,summer
New York,2010-07-21,32.47322470590822,summer
New York,2010-07-22,20.90833103933942,summer
New York,2010-07-23,22.241790521452387,summer
New York,2010-07-24,19.705005105389613,summer
New York,2010-07-25,23.727558542020414,summer
New York,2010-07-26,30.33373383431661,summer
New York,2010-07-27,26.565298977979207,summer
New York,2010-07-28,25.594014634348724,summer
New York,2010-07-29,29.222031466279752,summer
New York,2010-07-30,16.94565824208524,summer
New York,2010-07-31,16.414947635933522,summer
New York,2010-08-01,30.69474188066583,summer
New York,2010-08-02,27.390982918997985,summer
New York,2010-08-03,17.284775048112383,summer
New York,2010-08-04,18.312978363189195,summer
New York,2010-08-05,26.932371775502197,summer
New York,2010-08-06,28.357015764656087,summer
New York,2010-08-07,23.04622865803209,summer
New York,2010-08-08,25.547134364594662,summer
New York,2010-08-09,27.27732945833644,summer
New York,2010-08-10,27.844305516500583,summer
New York,2010-08-11,24.899237077240937,summer
New York,2010-08-12,21.261555252501516,summer
New York,2010-08-13,28.598569454245798,summer
New York,2010-08-14,20.04015475369248,summer
New York,2010-08-15,28.306972134770003,summer
New York,2010-08-16,25.195407179625505,summer
New York,2010-08-17,17.74654607172109,summer
New York,2010-08-18,24.43004214311989,summer
New York,2010-08-19,38.92148000559724,summer
New York,2010-08-20,27.853751008923634,summer
New York,2010-08-21,30.30067021161761,summer
New York,2010-08-22,22.13755101091324,summer
New York,2010-08-23,30.90916472487744,summer
New York,2010-08-24,27.040843781827114,summer
New York,2010-08-25,24.7242853271784,summer
New York,2010-08-26,24.799660480736637,summer
New York,2010-08-27,34.42362744043109,summer
New York,2010-08-28,32.63176738855818,summer
New York,2010-08-29,20.640696167819073,summer
New York,2010-08-30,18.56213615225304,summer
New York,2010-08-31,27.501447180257284,summer
New York,2010-09-01,16.7522118212868,autumn
New York,2010-09-02,22.6426298195618,autumn
New York,2010-09-03,15.732461300515308,autumn
New York,2010-09-04,21.44433642798706,autumn
New York,2010-09-05,9.874134384300053,autumn
New York,2010-09-06,23.81101495862581,autumn
New York,2010-09-07,13.522905207475105,autumn
New York,2010-09-08,10.134197712591426,autumn
New York,2010-09-09,21.187875451328008,autumn
New York,2010-09-10,20.790564242264985,autumn
New York,2010-09-11,21.291829173950145,autumn
New York,2010-09-12,16.365582724709764,autumn
New York,2010-09-13,11.827984057556703,autumn
New York,2010-09-14,19.78412924144025,autumn
New York,2010-09-15,6.8356481576364665,autumn
New York,2010-09-16,17.946804742582273,autumn
New York,2010-09-17,11.427646615098958,autumn
New York,2010-09-18,17.832838620278647,autumn
New York,2010-09-19,12.73541196219215,autumn
New York,2010-09-20,8.807856411892958,autumn
New York,2010-09-21,13.932168963925744,autumn
New York,2010-09-22,18.441494852802226,autumn
New York,2010-09-23,8.77623641057943,autumn
New York,2010-09-24,7.1669361658088775,autumn
New York,2010-09-25,8.013919398309213,autumn
New York,2010-09-26,10.485775878452701,autumn
New York,2010-09-27,16.126963716794027,autumn
New York,2010-09-28,13.33218737443514,autumn
New York,2010-09-29,17.867829299233833,autumn
New York,2010-09-30,16.67133310549761,autumn
New York,2010-10-01,19.057147493128532,autumn
New York,2010-10-02,12.949525002179879,autumn
New York,2010-10-03,19.912362467156854,autumn
New York,2010-10-04,10.198925233994924,autumn
New York,2010-10-05,23.253074922247286,autumn
New York,2010-10-06,20.500770841257843,autumn
New York,2010-10-07,15.16155586947278,autumn
New York,2010-10-08,5.630415272879739,autumn
New York,2010-10-09,0.5649008525294992,autumn
New York,2010-10-10,11.827407393047721,autumn
New York,2010-10-11,13.617989023552884,autumn
New York,2010-10-12,15.991194643863178,autumn
New York,2010-10-13,17.376836268439526,autumn
New York,2010-10-14,15.42938369841418,autumn
New York,2010-10-15,16.603599990932775,autumn
New York,2010-10-16,22.226555315400933,autumn
New York,2010-10-17,14.752170083366972,autumn
New York,2010-10-18,15.957941686015765,autumn
New York,2010-10-19,16.565310943443702,autumn
New York,2010-10-20,11.589066759704382,autumn
New York,2010-10-21,6.429731086660807,autumn
